"content_id","title","description","total_seasons","imdb_score","release_dates","play_time","content_rating","total_episodes","content_type","imdb_link","last_updated","imdb_score_votes","rating_details","languages"
66,"Dragon Ball Z","The adventures of Earth's martial arts defender Son Goku continue with a new family and the revelation of his alien origin. Now Goku and his allies must defend the planet from an onslaught of new extraterrestrial enemies.",4,"8.7","1989–1996","24min",4,383,1,"http://www.imdb.com/title/tt0121220/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_72","2017-12-20 14:10:04.710978",49649,"{'total_votes': 49649, 'females': {'all_votes': {'total_votes': 3155, 'rating': 7.9}, 'aged_18_29': {'total_votes': 1906, 'rating': 8.2}, 'aged_under_18': {'total_votes': 12, 'rating': 7.3}, 'aged_30_44': {'total_votes': 896, 'rating': 7.5}, 'aged_over_45': {'total_votes': 166, 'rating': 6.4}}, 'rating_page_link': 'http://www.imdb.com/title/tt0121220/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 49649, 'rating': 8.7}, 'aged_18_29': {'total_votes': 24413, 'rating': 9.0}, 'aged_under_18': {'total_votes': 197, 'rating': 7.9}, 'aged_30_44': {'total_votes': 11120, 'rating': 8.5}, 'aged_over_45': {'total_votes': 960, 'rating': 6.6}}, 'males': {'all_votes': {'total_votes': 35633, 'rating': 8.8}, 'aged_18_29': {'total_votes': 22322, 'rating': 9.0}, 'aged_under_18': {'total_votes': 183, 'rating': 8.0}, 'aged_30_44': {'total_votes': 10089, 'rating': 8.6}, 'aged_over_45': {'total_votes': 771, 'rating': 6.6}}, 'votes_per_ratings': {'5': 687, '8': 7152, '4': 405, '7': 3410, '1': 2132, '2': 313, '6': 1345, '3': 341, '10': 22129, '9': 11735}}","['Japanese']"
67,"Deadwood","A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime.",3,"8.7","2004–2006","55min",6,36,1,"http://www.imdb.com/title/tt0348914/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_74","2017-12-20 14:10:55.608685",74032,"{'total_votes': 74032, 'females': {'all_votes': {'total_votes': 7839, 'rating': 8.6}, 'aged_18_29': {'total_votes': 1537, 'rating': 8.3}, 'aged_under_18': {'total_votes': 2, 'rating': 9.5}, 'aged_30_44': {'total_votes': 3846, 'rating': 8.6}, 'aged_over_45': {'total_votes': 2105, 'rating': 8.7}}, 'rating_page_link': 'http://www.imdb.com/title/tt0348914/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 74032, 'rating': 8.7}, 'aged_18_29': {'total_votes': 14263, 'rating': 8.6}, 'aged_under_18': {'total_votes': 30, 'rating': 6.9}, 'aged_30_44': {'total_votes': 33042, 'rating': 8.8}, 'aged_over_45': {'total_votes': 11654, 'rating': 8.8}}, 'males': {'all_votes': {'total_votes': 52812, 'rating': 8.7}, 'aged_18_29': {'total_votes': 12587, 'rating': 8.6}, 'aged_under_18': {'total_votes': 28, 'rating': 6.7}, 'aged_30_44': {'total_votes': 28860, 'rating': 8.8}, 'aged_over_45': {'total_votes': 9360, 'rating': 8.8}}, 'votes_per_ratings': {'5': 1025, '8': 12481, '4': 518, '7': 5534, '1': 2747, '2': 293, '6': 2089, '3': 324, '10': 28273, '9': 20748}}","['English', 'Irish']"
68,"The Thick of It","Set in the corridors of power and spin, the Minister for Social Affairs, is continually harassed by Number 10's policy enforcer and dependent on his not-so-reliable team of civil servants.",5,"8.7","2005–2012","29min",6,24,1,"http://www.imdb.com/title/tt0459159/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_76","2017-12-20 14:11:09.304277",14844,"{'total_votes': 14844, 'females': {'all_votes': {'total_votes': 1917, 'rating': 8.6}, 'aged_18_29': {'total_votes': 811, 'rating': 8.8}, 'aged_under_18': {'total_votes': 5, 'rating': 8.3}, 'aged_30_44': {'total_votes': 738, 'rating': 8.6}, 'aged_over_45': {'total_votes': 282, 'rating': 7.9}}, 'rating_page_link': 'http://www.imdb.com/title/tt0459159/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 14844, 'rating': 8.7}, 'aged_18_29': {'total_votes': 4691, 'rating': 8.8}, 'aged_under_18': {'total_votes': 40, 'rating': 8.3}, 'aged_30_44': {'total_votes': 5314, 'rating': 8.7}, 'aged_over_45': {'total_votes': 1491, 'rating': 8.4}}, 'males': {'all_votes': {'total_votes': 10010, 'rating': 8.8}, 'aged_18_29': {'total_votes': 3825, 'rating': 8.9}, 'aged_under_18': {'total_votes': 34, 'rating': 8.5}, 'aged_30_44': {'total_votes': 4504, 'rating': 8.7}, 'aged_over_45': {'total_votes': 1180, 'rating': 8.5}}, 'votes_per_ratings': {'5': 154, '8': 2711, '4': 74, '7': 922, '1': 392, '2': 55, '6': 333, '3': 54, '10': 5255, '9': 4894}}","['English']"
69,"Curb Your Enthusiasm","and the predicaments he gets himself into with his friends and complete strangers.",9,"8.7","2000–","28min",6,90,1,"http://www.imdb.com/title/tt0264235/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_78","2017-12-20 14:11:24.426513",76617,"{'total_votes': 76617, 'females': {'all_votes': {'total_votes': 8546, 'rating': 8.1}, 'aged_18_29': {'total_votes': 2609, 'rating': 8.3}, 'aged_under_18': {'total_votes': 3, 'rating': 9.7}, 'aged_30_44': {'total_votes': 4313, 'rating': 8.2}, 'aged_over_45': {'total_votes': 1270, 'rating': 7.6}}, 'rating_page_link': 'http://www.imdb.com/title/tt0264235/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 76617, 'rating': 8.7}, 'aged_18_29': {'total_votes': 20005, 'rating': 8.8}, 'aged_under_18': {'total_votes': 78, 'rating': 7.6}, 'aged_30_44': {'total_votes': 35735, 'rating': 8.8}, 'aged_over_45': {'total_votes': 7271, 'rating': 8.2}}, 'males': {'all_votes': {'total_votes': 56478, 'rating': 8.8}, 'aged_18_29': {'total_votes': 17230, 'rating': 8.9}, 'aged_under_18': {'total_votes': 72, 'rating': 7.5}, 'aged_30_44': {'total_votes': 31070, 'rating': 8.8}, 'aged_over_45': {'total_votes': 5881, 'rating': 8.3}}, 'votes_per_ratings': {'5': 1140, '8': 11812, '4': 731, '7': 4864, '1': 1998, '2': 541, '6': 2036, '3': 558, '10': 32241, '9': 20696}}","['English']"
70,"Dark","A family saga with a supernatural twist, set in a German town, where the disappearance of two young children exposes the relationships among four families.",1,"8.8","2017–","1h",6,10,1,"http://www.imdb.com/title/tt5753856/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_80","2017-12-20 14:11:59.023095",18406,"{'total_votes': 18406, 'females': {'all_votes': {'total_votes': 3259, 'rating': 8.9}, 'aged_18_29': {'total_votes': 1330, 'rating': 9.0}, 'aged_under_18': {'total_votes': 19, 'rating': 8.9}, 'aged_30_44': {'total_votes': 1286, 'rating': 8.8}, 'aged_over_45': {'total_votes': 251, 'rating': 8.8}}, 'rating_page_link': 'http://www.imdb.com/title/tt5753856/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 18406, 'rating': 8.8}, 'aged_18_29': {'total_votes': 5298, 'rating': 8.9}, 'aged_under_18': {'total_votes': 106, 'rating': 9.0}, 'aged_30_44': {'total_votes': 5573, 'rating': 8.7}, 'aged_over_45': {'total_votes': 1120, 'rating': 8.4}}, 'males': {'all_votes': {'total_votes': 10356, 'rating': 8.7}, 'aged_18_29': {'total_votes': 3908, 'rating': 8.9}, 'aged_under_18': {'total_votes': 87, 'rating': 9.0}, 'aged_30_44': {'total_votes': 4180, 'rating': 8.6}, 'aged_over_45': {'total_votes': 846, 'rating': 8.3}}, 'votes_per_ratings': {'5': 163, '8': 2987, '4': 90, '7': 905, '1': 143, '2': 59, '6': 326, '3': 68, '10': 7267, '9': 6398}}","['German']"
71,"Making a Murderer","»",1,"8.7","TV Series (2015–","1h",5,1,3,"http://www.imdb.com/title/tt5189670/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_82","2017-12-20 14:12:06.285013",59856,"{'total_votes': 59856, 'females': {'all_votes': {'total_votes': 10067, 'rating': 8.6}, 'aged_18_29': {'total_votes': 4517, 'rating': 8.6}, 'aged_under_18': {'total_votes': 27, 'rating': 8.5}, 'aged_30_44': {'total_votes': 3702, 'rating': 8.7}, 'aged_over_45': {'total_votes': 902, 'rating': 8.6}}, 'rating_page_link': 'http://www.imdb.com/title/tt5189670/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 59856, 'rating': 8.7}, 'aged_18_29': {'total_votes': 18987, 'rating': 8.7}, 'aged_under_18': {'total_votes': 126, 'rating': 8.3}, 'aged_30_44': {'total_votes': 19683, 'rating': 8.7}, 'aged_over_45': {'total_votes': 3625, 'rating': 8.6}}, 'males': {'all_votes': {'total_votes': 35429, 'rating': 8.7}, 'aged_18_29': {'total_votes': 14249, 'rating': 8.8}, 'aged_under_18': {'total_votes': 97, 'rating': 8.3}, 'aged_30_44': {'total_votes': 15703, 'rating': 8.7}, 'aged_over_45': {'total_votes': 2635, 'rating': 8.6}}, 'votes_per_ratings': {'5': 740, '8': 12169, '4': 329, '7': 4791, '1': 942, '2': 200, '6': 1496, '3': 231, '10': 19725, '9': 19233}}","['English']"
72,"Peaky Blinders","A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",4,"8.8","2013–","1h",6,24,1,"http://www.imdb.com/title/tt2442560/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_58","2017-12-20 14:36:50.304631",103916,"{'total_votes': 103916, 'females': {'all_votes': {'total_votes': 16396, 'rating': 8.9}, 'aged_18_29': {'total_votes': 7531, 'rating': 9.0}, 'aged_under_18': {'total_votes': 72, 'rating': 9.5}, 'aged_30_44': {'total_votes': 5284, 'rating': 8.7}, 'aged_over_45': {'total_votes': 1807, 'rating': 8.6}}, 'votes_per_ratings': {'2': 282, '8': 18186, '4': 354, '7': 5685, '10': 39590, '3': 259, '6': 1798, '1': 841, '5': 832, '9': 36089}, 'all_genders': {'all_votes': {'total_votes': 103916, 'rating': 8.8}, 'aged_18_29': {'total_votes': 35257, 'rating': 8.9}, 'aged_under_18': {'total_votes': 360, 'rating': 9.2}, 'aged_30_44': {'total_votes': 24675, 'rating': 8.6}, 'aged_over_45': {'total_votes': 7048, 'rating': 8.5}}, 'males': {'all_votes': {'total_votes': 58205, 'rating': 8.7}, 'aged_18_29': {'total_votes': 27353, 'rating': 8.9}, 'aged_under_18': {'total_votes': 283, 'rating': 9.0}, 'aged_30_44': {'total_votes': 19056, 'rating': 8.5}, 'aged_over_45': {'total_votes': 5108, 'rating': 8.4}}, 'rating_page_link': 'http://www.imdb.com/title/tt2442560/ratings?ref_=tt_ov_rt'}","['English', 'Romanian', 'Irish']"
73,"House","An antisocial maverick doctor who specializes in diagnostic medicine does whatever it takes to solve puzzling cases that come his way using his crack team of doctors and his wits.",8,"8.8","2004–2012","44min",5,176,1,"http://www.imdb.com/title/tt0412142/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_63","2017-12-20 14:37:05.161263",342585,"{'total_votes': 342585, 'females': {'all_votes': {'total_votes': 82495, 'rating': 8.8}, 'aged_18_29': {'total_votes': 42061, 'rating': 8.9}, 'aged_under_18': {'total_votes': 221, 'rating': 9.1}, 'aged_30_44': {'total_votes': 30403, 'rating': 8.8}, 'aged_over_45': {'total_votes': 5808, 'rating': 8.6}}, 'votes_per_ratings': {'2': 864, '8': 55342, '4': 1637, '7': 24842, '10': 153559, '3': 1067, '6': 8315, '1': 3984, '5': 3537, '9': 89438}, 'all_genders': {'all_votes': {'total_votes': 342585, 'rating': 8.8}, 'aged_18_29': {'total_votes': 137084, 'rating': 8.9}, 'aged_under_18': {'total_votes': 659, 'rating': 8.9}, 'aged_30_44': {'total_votes': 118216, 'rating': 8.7}, 'aged_over_45': {'total_votes': 19770, 'rating': 8.4}}, 'males': {'all_votes': {'total_votes': 204211, 'rating': 8.8}, 'aged_18_29': {'total_votes': 93743, 'rating': 8.9}, 'aged_under_18': {'total_votes': 431, 'rating': 8.9}, 'aged_30_44': {'total_votes': 86445, 'rating': 8.7}, 'aged_over_45': {'total_votes': 13634, 'rating': 8.4}}, 'rating_page_link': 'http://www.imdb.com/title/tt0412142/ratings?ref_=tt_ov_rt'}","['English']"
74,"Dragon Ball Z","After learning that he is from another planet, a warrior named Goku and his friends are prompted to defend it from an onslaught of extraterrestrial enemies.",16,"8.7","1996–2003","24min",4,277,1,"http://www.imdb.com/title/tt0214341/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_67","2017-12-20 14:37:39.911755",90575,"{'total_votes': 90575, 'females': {'all_votes': {'total_votes': 5730, 'rating': 8.0}, 'aged_18_29': {'total_votes': 3533, 'rating': 8.3}, 'aged_under_18': {'total_votes': 26, 'rating': 7.5}, 'aged_30_44': {'total_votes': 1600, 'rating': 7.6}, 'aged_over_45': {'total_votes': 283, 'rating': 6.6}}, 'votes_per_ratings': {'2': 530, '8': 12020, '4': 649, '7': 5680, '10': 43387, '3': 557, '6': 2385, '1': 3604, '5': 1243, '9': 20520}, 'all_genders': {'all_votes': {'total_votes': 90575, 'rating': 8.7}, 'aged_18_29': {'total_votes': 45056, 'rating': 9.0}, 'aged_under_18': {'total_votes': 374, 'rating': 8.3}, 'aged_30_44': {'total_votes': 19953, 'rating': 8.5}, 'aged_over_45': {'total_votes': 1605, 'rating': 6.8}}, 'males': {'all_votes': {'total_votes': 65055, 'rating': 8.8}, 'aged_18_29': {'total_votes': 41207, 'rating': 9.0}, 'aged_under_18': {'total_votes': 346, 'rating': 8.4}, 'aged_30_44': {'total_votes': 18141, 'rating': 8.6}, 'aged_over_45': {'total_votes': 1292, 'rating': 6.8}}, 'rating_page_link': 'http://www.imdb.com/title/tt0214341/ratings?ref_=tt_ov_rt'}","['English']"
75,"Six Feet Under","A drama series that takes a darkly comical look at members of a dysfunctional California family that runs an independent funeral home.",5,"8.7","2001–2005","55min",6,63,1,"http://www.imdb.com/title/tt0248654/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_71","2017-12-20 14:38:42.582823",101455,"{'total_votes': 101455, 'females': {'all_votes': {'total_votes': 25978, 'rating': 8.9}, 'aged_18_29': {'total_votes': 8389, 'rating': 8.9}, 'aged_under_18': {'total_votes': 9, 'rating': 7.9}, 'aged_30_44': {'total_votes': 13113, 'rating': 8.9}, 'aged_over_45': {'total_votes': 3409, 'rating': 8.8}}, 'votes_per_ratings': {'2': 495, '8': 15329, '4': 726, '7': 7705, '10': 44089, '3': 562, '6': 3050, '1': 2864, '5': 1461, '9': 25174}, 'all_genders': {'all_votes': {'total_votes': 101455, 'rating': 8.7}, 'aged_18_29': {'total_votes': 26065, 'rating': 8.9}, 'aged_under_18': {'total_votes': 56, 'rating': 8.8}, 'aged_30_44': {'total_votes': 44252, 'rating': 8.7}, 'aged_over_45': {'total_votes': 11348, 'rating': 8.6}}, 'males': {'all_votes': {'total_votes': 57908, 'rating': 8.7}, 'aged_18_29': {'total_votes': 17425, 'rating': 8.9}, 'aged_under_18': {'total_votes': 46, 'rating': 9.0}, 'aged_30_44': {'total_votes': 30581, 'rating': 8.7}, 'aged_over_45': {'total_votes': 7758, 'rating': 8.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt0248654/ratings?ref_=tt_ov_rt'}","['English']"
76,"Lonesome Dove","Two former Texas Rangers renew their spirit of adventure as they and several other residents of a small Texas town join a cattle drive to the Montana Territory.",1,"8.8","TV Mini-Series (1989","6h 24min",5,4,1,"http://www.imdb.com/title/tt0096639/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_69","2017-12-20 15:10:59.972239",16658,"{'total_votes': 16658, 'females': {'aged_18_29': {'total_votes': 225, 'rating': 8.6}, 'all_votes': {'total_votes': 2183, 'rating': 8.7}, 'aged_30_44': {'total_votes': 810, 'rating': 8.7}, 'aged_over_45': {'total_votes': 1043, 'rating': 8.8}}, 'rating_page_link': 'http://www.imdb.com/title/tt0096639/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 16658, 'rating': 8.8}, 'aged_18_29': {'total_votes': 1564, 'rating': 8.7}, 'aged_under_18': {'total_votes': 13, 'rating': 5.7}, 'aged_30_44': {'total_votes': 5711, 'rating': 8.6}, 'aged_over_45': {'total_votes': 5534, 'rating': 8.9}}, 'males': {'all_votes': {'total_votes': 11004, 'rating': 8.7}, 'aged_18_29': {'total_votes': 1329, 'rating': 8.7}, 'aged_under_18': {'total_votes': 13, 'rating': 5.7}, 'aged_30_44': {'total_votes': 4856, 'rating': 8.6}, 'aged_over_45': {'total_votes': 4431, 'rating': 8.9}}, 'votes_per_ratings': {'2': 64, '8': 2487, '4': 120, '7': 1116, '5': 188, '1': 275, '6': 421, '3': 69, '10': 7984, '9': 3934}}","['English']"
77,"This Is Us","Follows a unique ensemble, as their paths cross and their life stories interwine, from sharing the same birthday, to so much more than anyone would expect.",1,"8.8","2016–","45min",5,18,1,"http://www.imdb.com/title/tt5555260/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_73","2017-12-20 15:11:06.114414",44264,"{'total_votes': 44264, 'females': {'all_votes': {'total_votes': 16907, 'rating': 9.0}, 'aged_18_29': {'total_votes': 6396, 'rating': 9.0}, 'aged_under_18': {'total_votes': 86, 'rating': 9.3}, 'aged_30_44': {'total_votes': 5988, 'rating': 8.9}, 'aged_over_45': {'total_votes': 2355, 'rating': 9.1}}, 'rating_page_link': 'http://www.imdb.com/title/tt5555260/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 44264, 'rating': 8.8}, 'aged_18_29': {'total_votes': 11941, 'rating': 8.9}, 'aged_under_18': {'total_votes': 166, 'rating': 9.0}, 'aged_30_44': {'total_votes': 11382, 'rating': 8.7}, 'aged_over_45': {'total_votes': 4424, 'rating': 8.6}}, 'males': {'all_votes': {'total_votes': 14284, 'rating': 8.7}, 'aged_18_29': {'total_votes': 5407, 'rating': 8.9}, 'aged_under_18': {'total_votes': 80, 'rating': 8.8}, 'aged_30_44': {'total_votes': 5222, 'rating': 8.5}, 'aged_over_45': {'total_votes': 2005, 'rating': 8.2}}, 'votes_per_ratings': {'2': 170, '8': 6031, '4': 228, '7': 2114, '5': 385, '1': 1349, '6': 772, '3': 171, '10': 20505, '9': 12539}}","['English']"
79,"The Adventures of Sherlock Holmes","Sherlock Holmes and Dr Watson solve the mysteries of copper beeches, a Greek interpreter, the Norwood builder, a resident patient, the red-headed league, and one final problem.",2,"8.8","1984–1985","1h",4,13,1,"http://www.imdb.com/title/tt0086661/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_65","2017-12-20 15:21:24.552403",15719,"{'total_votes': 15719, 'females': {'aged_under_18': {'total_votes': 5, 'rating': 9.9}, 'all_votes': {'total_votes': 3122, 'rating': 8.8}, 'aged_30_44': {'total_votes': 1329, 'rating': 8.8}, 'aged_18_29': {'total_votes': 996, 'rating': 8.9}, 'aged_over_45': {'total_votes': 663, 'rating': 8.8}}, 'votes_per_ratings': {'3': 79, '2': 98, '8': 2569, '4': 91, '10': 6455, '1': 742, '6': 337, '7': 1007, '5': 171, '9': 4170}, 'all_genders': {'aged_under_18': {'total_votes': 40, 'rating': 7.5}, 'all_votes': {'total_votes': 15719, 'rating': 8.8}, 'aged_30_44': {'total_votes': 5594, 'rating': 8.8}, 'aged_18_29': {'total_votes': 4064, 'rating': 8.7}, 'aged_over_45': {'total_votes': 2729, 'rating': 8.8}}, 'males': {'aged_under_18': {'total_votes': 35, 'rating': 7.3}, 'all_votes': {'total_votes': 9645, 'rating': 8.8}, 'aged_30_44': {'total_votes': 4210, 'rating': 8.8}, 'aged_18_29': {'total_votes': 3038, 'rating': 8.7}, 'aged_over_45': {'total_votes': 2040, 'rating': 8.8}}, 'rating_page_link': 'http://www.imdb.com/title/tt0086661/ratings?ref_=tt_ov_rt'}","['English']"
80,"Archer","Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.",8,"8.7","2009–","22min",6,94,1,"http://www.imdb.com/title/tt1486217/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_75","2017-12-20 15:21:33.411324",109450,"{'total_votes': 109450, 'females': {'aged_under_18': {'total_votes': 34, 'rating': 8.4}, 'all_votes': {'total_votes': 12230, 'rating': 8.6}, 'aged_30_44': {'total_votes': 4281, 'rating': 8.6}, 'aged_18_29': {'total_votes': 6065, 'rating': 8.6}, 'aged_over_45': {'total_votes': 936, 'rating': 8.0}}, 'votes_per_ratings': {'3': 499, '2': 536, '8': 18878, '4': 724, '10': 42030, '1': 2829, '6': 2415, '7': 7333, '5': 1171, '9': 33035}, 'all_genders': {'aged_under_18': {'total_votes': 325, 'rating': 8.6}, 'all_votes': {'total_votes': 109450, 'rating': 8.7}, 'aged_30_44': {'total_votes': 32725, 'rating': 8.7}, 'aged_18_29': {'total_votes': 41508, 'rating': 8.8}, 'aged_over_45': {'total_votes': 6053, 'rating': 8.4}}, 'males': {'aged_under_18': {'total_votes': 286, 'rating': 8.6}, 'all_votes': {'total_votes': 73439, 'rating': 8.8}, 'aged_30_44': {'total_votes': 28063, 'rating': 8.7}, 'aged_18_29': {'total_votes': 35050, 'rating': 8.8}, 'aged_over_45': {'total_votes': 5009, 'rating': 8.4}}, 'rating_page_link': 'http://www.imdb.com/title/tt1486217/ratings?ref_=tt_ov_rt'}","['English']"
81,"From the Earth to the Moon","Dramatized portrayal of the Apollo manned space program.",1,"8.8","TV Mini-Series (1998","1h",5,12,1,"http://www.imdb.com/title/tt0120570/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_79","2017-12-20 15:30:02.3298",8762,"{'total_votes': 8762, 'females': {'aged_18_29': {'total_votes': 87, 'rating': 8.7}, 'all_votes': {'total_votes': 845, 'rating': 8.9}, 'aged_30_44': {'total_votes': 388, 'rating': 8.9}, 'aged_over_45': {'total_votes': 349, 'rating': 9.0}}, 'rating_page_link': 'http://www.imdb.com/title/tt0120570/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 8762, 'rating': 8.8}, 'aged_18_29': {'total_votes': 695, 'rating': 8.6}, 'aged_under_18': {'total_votes': 10, 'rating': 6.9}, 'aged_30_44': {'total_votes': 3416, 'rating': 8.8}, 'aged_over_45': {'total_votes': 2550, 'rating': 8.9}}, 'males': {'all_votes': {'total_votes': 5914, 'rating': 8.8}, 'aged_18_29': {'total_votes': 600, 'rating': 8.5}, 'aged_under_18': {'total_votes': 10, 'rating': 6.9}, 'aged_30_44': {'total_votes': 2990, 'rating': 8.7}, 'aged_over_45': {'total_votes': 2166, 'rating': 8.9}}, 'votes_per_ratings': {'1': 269, '2': 26, '5': 109, '4': 45, '3': 22, '6': 195, '7': 555, '8': 1352, '10': 3662, '9': 2527}}","['English']"
